Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2006,47,Melbourne (CBD),,,0,0,27,0,,0,,120,26,0,,134,2781,,0,87,,0,3224
2006,48,Melbourne (CBD),,38,,,179,,0,,42,252,,,,105,,24,,67,,0,1102
2006,51,Melbourne (CBD),,,0,,110,,0,0,604,123,0,722,,,204,,0,,198,,2105
2006,52,Melbourne (CBD),0,410,0,0,1912,0,,,1010,108,0,173,0,29,608,189,0,18,139,0,4852
2006,53,Melbourne (CBD),122,65,0,,1093,29,62,,3741,100,44,37,20,201,493,,0,18,0,73,6109
2006,54,Melbourne (CBD),0,152,0,,555,,152,0,61,171,97,96,,54,,,0,341,25,,1880
2006,55,Melbourne (CBD),,,0,0,8,0,0,0,0,146,15,0,0,13,0,,0,2137,0,0,2567
2006,56,Melbourne (CBD),0,108,0,,13,0,27,0,38,438,,193,19,40,0,,,919,,0,1818
2006,57,Melbourne (CBD),,73,0,,177,0,47,0,20,516,12,46,,85,0,44,0,143,0,,1198
2006,58,Melbourne (CBD),218,,0,,72,0,0,0,,420,0,,,15,,,0,51,,,1397
2006,61,Melbourne (CBD),30,,0,,0,0,,,0,206,0,0,0,0,,0,0,0,0,,446
2006,62,Melbourne (CBD),0,,0,0,1465,0,0,0,413,78,0,,0,,0,0,0,,,0,2026
2006,63,Melbourne (CBD),0,48,0,0,81,0,,0,,41,0,140,0,17,277,7,0,19,0,,641
2006,64,Melbourne (CBD),0,119,0,,764,31,225,,72,212,,,18,26,0,,,308,,,1823
2006,65,Melbourne (CBD),,40,0,0,27,0,,0,,188,,,,13,0,,,1561,,0,1910
2006,66,Melbourne (CBD),,49,0,0,15,0,17,0,,483,5,,0,23,0,,,169,0,0,840
2006,67,Melbourne (CBD),121,22,0,96,77,0,,0,0,225,26,18,0,31,0,,,142,0,0,810
2006,68,Melbourne (CBD),48,,0,,65,0,,0,1179,157,,0,,,898,0,0,24,0,0,2607
2006,71,Melbourne (CBD),,54,0,0,45,0,0,0,0,,0,1032,0,,0,0,0,8,,0,1163
2006,72,Melbourne (CBD),0,,0,0,652,,,0,15,120,0,,,34,,0,0,13,,,1515
2006,73,Melbourne (CBD),0,0,0,0,366,0,,0,0,,0,0,0,,940,0,0,0,0,,1350
2006,74,Melbourne (CBD),6,167,0,0,372,,91,,61,125,59,21,,83,,55,0,285,,,1433
2006,76,Melbourne (CBD),0,,,95,1531,,0,0,26,364,71,,,33,,,0,738,,0,4658
2006,77,Melbourne (CBD),,,0,0,305,,,0,29,61,,528,,141,0,,0,13,,0,1582
2006,78,Melbourne (CBD),,,0,,35,0,0,0,1326,86,,,,12,4389,0,0,12,0,0,7637
2006,81,Melbourne (CBD),36,0,0,,,0,466,0,0,87,0,0,0,0,0,0,0,21,0,0,617
2006,82,Melbourne (CBD),0,382,0,0,696,0,59,,1651,57,0,71,,,844,,0,12,,,4196
2006,83,Melbourne (CBD),0,0,0,0,0,0,,0,0,35,0,0,0,7,,0,0,0,0,0,585
2006,84,Melbourne (CBD),0,,0,0,198,0,,,74,101,,13,,110,,,0,100,0,8,648
2006,85,Melbourne (CBD),8,26,,,1930,0,,,169,908,56,1355,,152,1001,,0,1442,,,8120
2006,86,Melbourne (CBD),0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,398
2006,87,Melbourne (CBD),0,27,0,0,571,,,,,71,10,,0,21,16,14,0,7,,0,2647
2006,88,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,147
2006,91,West Melbourne (Residential),0,,0,0,62,0,,,,15,,,0,,0,0,0,8,0,,255
2006,92,West Melbourne (Residential),0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2006,93,Melbourne (CBD),0,,,,227,0,,0,247,,0,,,70,1054,,0,,0,,2540
2006,94,Melbourne (CBD),0,,0,0,937,,,0,,27,,,0,5,588,,,42,0,,4094
2006,95,Melbourne (CBD),0,56,0,,82,0,370,0,0,171,37,,57,143,0,,,59,0,,1010
2006,96,Melbourne (CBD),0,,0,34,,0,2637,0,,32,0,0,0,,0,0,0,31,0,0,2976
2006,97,Melbourne (CBD),,46,0,,56,,,0,,26,,,0,46,0,24,0,,0,0,737
2006,98,Melbourne (CBD),0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2006,313,North Melbourne,0,0,0,0,,,0,,0,0,0,0,24,0,0,0,0,0,0,,148
2006,101,West Melbourne (Residential),0,,0,0,,0,,,,23,89,,95,43,0,0,0,0,0,,1266
2006,103,Melbourne (CBD),118,0,0,0,,,,,0,14,0,0,0,,0,0,,,,0,344
2006,104,Melbourne (CBD),38,31,0,0,49,0,,,0,32,,,,6,0,0,,36,0,0,383
2006,105,Melbourne (CBD),,,0,0,,0,784,0,0,114,,25,26,,0,0,,25,,0,1185
2006,107,Melbourne (CBD),6,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,23
2006,111,West Melbourne (Residential),,,0,0,,,0,0,,0,,0,44,6,,0,0,,0,14,203
2006,113,Melbourne (CBD),0,,0,,0,,0,,0,115,,0,12,7,0,0,0,914,0,,1126
2006,114,Melbourne (CBD),,,0,,21,,,0,0,113,0,0,0,39,0,,0,93,,,386
2006,115,Melbourne (CBD),,,0,,387,,,0,,22,,147,0,,0,0,,79,423,0,1638
2006,116,Melbourne (CBD),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2006,125,Melbourne (CBD),0,0,0,0,0,,,0,0,,0,0,0,,0,0,0,,0,0,48
2006,131,Docklands,,,0,,33,,0,0,,34,,0,0,8,2508,,0,,,0,2980
2006,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,202,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,203,Carlton,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,17
2006,204,Carlton,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,
2006,205,Carlton,0,0,0,0,0,0,,0,,,3174,0,0,0,0,0,0,,0,,3245
2006,206,Carlton,,,0,,5,0,,0,,173,69,8,0,14,0,0,0,73,0,0,381
2006,207,Carlton,0,0,0,0,0,0,0,,0,93,,0,0,,0,0,0,102,0,54,256
2006,208,Carlton,0,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,34
2006,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2006,210,Carlton,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2006,212,Carlton,,0,0,0,0,,0,,0,0,,,0,0,,,0,,0,0,83
2006,213,Carlton,0,0,0,,0,0,,,0,0,,0,0,,,0,0,0,0,0,85
2006,214,Carlton,,,0,0,,0,,0,0,,,0,,,0,0,0,12,0,,66
2006,215,Carlton,,0,0,0,,0,0,0,0,24,,0,0,,,,0,27,,0,87
2006,216,Carlton,0,0,0,0,33,0,0,0,,30,0,0,,25,,0,0,18,0,,178
2006,217,Carlton,0,,0,,28,,0,0,0,189,32,,0,35,0,0,,341,0,0,738
2006,218,Carlton,,,0,,109,,,0,50,169,87,0,21,36,0,0,0,44,,,624
2006,219,Carlton,0,0,0,,13,0,0,0,0,,,,,,0,0,0,0,0,0,51
2006,220,Carlton,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,13
2006,221,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,222,Carlton,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,89
2006,223,Carlton,0,0,0,0,,0,0,0,0,,,0,0,6,0,,0,11,0,0,66
2006,224,Carlton,0,0,0,0,,0,0,0,,10,24,0,44,0,0,,0,,0,,114
2006,225,Carlton,0,0,0,,0,0,0,0,,,0,0,0,0,0,,0,,0,0,22
2006,226,Carlton,0,0,0,0,0,0,0,0,0,30,0,0,0,,,0,0,0,0,0,36
2006,227,Carlton,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9
2006,228,Carlton,0,0,0,,,0,0,0,0,,,0,0,,,0,0,,0,0,124
2006,229,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2006,230,Carlton,0,,0,,0,0,0,0,,,0,0,,,0,0,0,,0,0,22
2006,231,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2006,232,Carlton,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,49
2006,233,Carlton,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2006,234,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,7,0,,22
2006,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2006,236,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2006,237,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2006,238,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2006,239,Carlton,,,0,0,52,0,,,,17,76,,0,50,0,0,0,,0,,429
2006,240,Carlton,0,0,0,0,,0,505,,0,,,0,0,0,0,0,0,0,0,,530
2006,241,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2006,242,Carlton,,,0,0,45,0,487,0,,,0,,0,0,0,,0,,0,0,576
2006,243,Carlton,49,,0,0,40,,178,0,,42,0,,0,,0,,0,,,,445
2006,244,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,245,Carlton,0,27,0,,106,,,0,,65,0,,0,,0,,0,23,0,,381
2006,246,Carlton,,,0,,15,0,,0,0,162,14,0,,,0,0,0,7,0,,284
2006,247,Carlton,,,0,,29,,65,0,79,175,21,,0,18,,0,0,,0,0,639
2006,248,Carlton,8,,0,0,15,0,,0,,,29,,0,20,0,,0,,0,,120
2006,249,Carlton,0,,,2,,,,,,,,,,,,,,,,,2
2006,250,Carlton,0,,0,,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,567
2006,251,Carlton,0,0,0,0,,0,,0,,0,214,0,0,277,,0,0,0,0,,664
2006,252,Carlton,,,0,,27,0,,,18,160,22,0,,,0,,0,71,0,,341
2006,253,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,254,Carlton,0,,0,0,28,,0,0,,56,0,,0,87,62,0,0,,,0,315
2006,255,Carlton,0,,0,0,110,,0,0,112,24,66,0,,57,0,,0,25,0,,528
2006,256,Carlton,2,,0,0,1573,0,,0,,,0,0,,0,,0,0,,0,0,1755
2006,257,Carlton,0,0,0,0,329,0,,,0,13,,0,21,,0,0,0,,,,713
2006,258,Carlton,0,0,0,0,0,,,0,0,,,,,,0,0,0,0,0,0,321
2006,259,Carlton,0,0,0,0,0,0,,,0,0,0,,0,,0,0,0,,,,94
2006,260,Carlton,,,0,0,0,0,0,0,0,,0,0,,,0,0,0,62,0,0,119
2006,261,Carlton,0,0,0,,48,0,0,0,,0,0,,,146,0,,0,63,0,,287
2006,262,Carlton,0,0,0,0,23,0,0,0,0,,0,0,0,,0,0,0,0,0,0,38
2006,263,Carlton,0,,0,0,99,,0,0,0,,0,,0,149,,0,0,43,0,0,308
2006,264,Carlton,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
2006,265,Carlton,,15,0,0,113,0,,0,0,60,0,,,250,0,,0,7,0,,903
2006,266,Carlton,,0,0,0,,0,529,0,0,34,0,0,0,10,0,,0,,0,0,597
2006,267,Carlton,,,0,,55,0,,0,,24,53,,0,199,0,,0,,,0,427
2006,268,Carlton,,,0,0,58,0,0,0,,,74,0,0,271,,0,0,,,,499
2006,269,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2006,270,Parkville,0,,0,,0,0,,0,22,154,0,,0,6,0,0,0,53,,0,4711
2006,271,Parkville,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
2006,272,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,273,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,17
2006,274,Carlton,0,,,74,,,,,,,,,,,,,,,,,96
2006,301,North Melbourne,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,5,0,0,12
2006,302,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,303,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,304,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2006,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,306,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2006,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,308,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2006,309,North Melbourne,0,0,,0,54,,0,0,0,,0,,,,0,0,,,,26,173
2006,310,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,
2006,311,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,
2006,312,North Melbourne,0,0,0,0,,0,0,,0,,,0,0,0,0,0,0,0,0,,41
2006,314,North Melbourne,0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,73
2006,315,North Melbourne,0,0,0,99,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,116
2006,316,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,317,North Melbourne,0,0,0,0,0,,0,,0,0,0,0,0,20,0,0,,0,0,0,24
2006,318,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2006,319,North Melbourne,0,0,0,,,0,0,0,0,,0,,0,0,,0,0,0,0,,187
2006,320,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,321,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,322,North Melbourne,0,,,,,,,,,,,,,21,,,,,,,61
2006,323,North Melbourne,0,0,0,0,,,0,0,0,0,0,0,,,0,0,0,0,,,118
2006,324,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,325,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,326,North Melbourne,0,0,0,,0,0,0,0,0,15,0,0,0,,0,0,0,,0,0,26
2006,327,North Melbourne,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,,0,0,17
2006,328,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,329,North Melbourne,0,,0,0,,0,0,0,0,,0,0,,,0,0,0,0,0,0,117
2006,330,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2006,331,North Melbourne,0,0,0,0,0,,0,0,0,,0,,,41,0,0,,,0,,97
2006,332,North Melbourne,0,0,0,0,,0,,0,,0,0,0,31,,0,,0,0,0,0,69
2006,333,North Melbourne,0,0,0,0,39,0,0,0,,,,17,0,15,0,,0,15,0,15,115
2006,334,North Melbourne,0,,0,0,22,0,0,0,,,,0,17,,0,0,0,15,,,104
2006,335,North Melbourne,0,0,0,,18,0,0,0,0,0,,0,17,0,0,0,0,22,,,92
2006,336,North Melbourne,0,0,0,0,12,,0,0,0,,0,,0,5,0,0,0,,,,51
2006,337,North Melbourne,0,0,0,0,,,0,,,0,0,,0,0,0,0,0,,20,61,139
2006,338,North Melbourne,0,0,0,0,9,0,0,0,0,,0,0,91,0,0,0,0,,0,,118
2006,339,North Melbourne,0,0,0,0,0,0,0,0,,0,0,,,0,,0,,0,0,,81
2006,340,North Melbourne,0,0,0,0,0,0,0,0,0,5,,0,,0,0,0,0,,0,,23
2006,341,North Melbourne,0,0,0,,0,0,0,0,0,,0,0,,,,0,0,0,0,,75
2006,342,North Melbourne,0,0,0,0,,,0,0,0,,0,0,40,,,0,0,0,0,,114
2006,343,North Melbourne,0,0,0,0,,,0,0,0,0,,,,,0,0,0,,,,120
2006,344,North Melbourne,0,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,0,0,85
2006,345,North Melbourne,0,,0,24,23,0,0,,21,85,16,,18,23,0,,,62,42,,365
2006,346,North Melbourne,0,0,0,0,9,,0,0,,6,,0,7,,0,0,0,14,,0,67
2006,347,North Melbourne,0,0,0,0,,,0,0,0,,0,0,0,16,0,0,0,0,0,,31
2006,348,North Melbourne,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,2
2006,349,North Melbourne,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,
2006,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,351,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,352,North Melbourne,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,353,North Melbourne,,0,0,0,5,0,,0,0,,70,0,0,,0,0,0,,0,0,161
2006,354,North Melbourne,0,,0,64,28,0,0,0,,53,,,0,27,,,,107,73,0,527
2006,355,North Melbourne,0,,0,0,46,0,0,0,,,,0,,,0,,,,0,,172
2006,356,North Melbourne,0,,0,0,26,0,0,0,0,,0,,,22,,0,0,15,0,,109
2006,357,North Melbourne,0,,0,,64,0,,0,,24,36,43,9,176,0,,0,,,0,473
2006,358,North Melbourne,,,0,0,19,0,0,0,0,13,,,,5,0,0,0,12,0,0,68
2006,359,North Melbourne,0,,0,0,35,,,,,0,0,,0,,0,0,0,,0,0,112
2006,360,North Melbourne,0,0,0,0,,0,,0,0,35,0,,0,0,0,0,,7,0,17,100
2006,361,North Melbourne,0,,,0,91,,0,0,0,12,,,0,7,0,0,0,,,0,154
2006,405,West Melbourne (Residential),0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2006,362,North Melbourne,,,0,0,,0,,0,,17,,,0,,0,0,0,44,0,0,143
2006,363,North Melbourne,0,,,,,,,,,,,,,,,,,187,,,188
2006,364,North Melbourne,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,,,0,0,63
2006,365,North Melbourne,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,57
2006,366,North Melbourne,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,56
2006,367,North Melbourne,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,10
2006,368,North Melbourne,,0,0,0,0,0,0,0,0,,0,0,,21,0,0,0,0,0,0,49
2006,369,North Melbourne,0,,0,0,,0,0,0,0,,,14,,10,0,,0,11,,,90
2006,370,North Melbourne,0,0,0,,6,0,0,,,,0,0,,,0,0,0,,0,,47
2006,371,North Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,373,North Melbourne,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2006,374,North Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,375,North Melbourne,11,12,,,127,,,0,,,,22,0,93,0,,,0,,14,346
2006,376,North Melbourne,0,,0,25,3,0,,,0,,116,11,,10,0,0,0,,,0,231
2006,377,North Melbourne,0,0,0,0,194,,,0,0,20,,0,,38,0,0,0,,,,330
2006,378,North Melbourne,0,0,0,0,9,,0,0,0,21,,0,0,10,0,0,0,0,,,240
2006,379,North Melbourne,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,380,North Melbourne,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,401,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,402,West Melbourne (Residential),0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,,119
2006,403,West Melbourne (Residential),0,,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,,156
2006,404,West Melbourne (Residential),0,,,,,,,,,,,,,,,,,,,27,32
2006,406,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,407,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,408,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,409,West Melbourne (Residential),,0,0,0,20,0,0,0,0,0,0,0,0,18,0,0,0,0,,0,59
2006,410,West Melbourne (Residential),0,0,0,0,,0,0,0,0,0,0,,,0,,0,0,0,0,0,27
2006,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2006,412,West Melbourne (Residential),0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,0,,77
2006,413,West Melbourne (Residential),0,0,0,,,0,0,0,0,0,0,,,,0,0,0,,0,,126
2006,414,West Melbourne (Residential),0,0,0,0,,0,0,0,,0,0,22,,,,0,,0,,,110
2006,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,9
2006,416,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5
2006,418,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,11,,0,50
2006,419,West Melbourne (Residential),0,,0,0,,0,0,,0,,20,11,12,,0,0,0,,0,,119
2006,420,West Melbourne (Residential),,0,0,0,,0,0,0,0,0,,0,0,,0,,0,0,0,,83
2006,421,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,
2006,423,West Melbourne (Residential),0,0,0,,,0,0,,0,39,0,0,0,,0,0,0,23,0,0,66
2006,424,West Melbourne (Residential),0,,0,0,,0,0,0,0,13,14,0,0,,0,0,0,4,0,0,44
2006,425,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2006,426,West Melbourne (Residential),0,0,0,300,29,0,,0,0,0,0,0,0,0,0,0,,,,,441
2006,427,West Melbourne (Residential),0,0,0,0,,,0,0,0,,0,,,20,0,0,0,43,,,141
2006,428,West Melbourne (Residential),0,,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,0,,36
2006,429,West Melbourne (Residential),0,0,0,,35,,,0,,0,0,0,0,,0,0,0,,0,7,104
2006,430,West Melbourne (Residential),0,0,0,0,,0,0,0,0,9,0,0,50,17,0,0,,,,,113
2006,431,West Melbourne (Residential),0,,0,0,24,0,0,,0,,0,0,26,98,0,0,,,24,21,219
2006,432,West Melbourne (Residential),0,,0,,0,0,,0,0,,0,0,0,,0,0,0,,45,0,265
2006,433,West Melbourne (Residential),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2006,434,West Melbourne (Residential),0,54,0,0,63,42,0,0,18,22,0,,,9,,0,0,25,0,,280
2006,435,West Melbourne (Residential),0,,0,0,,0,0,0,,32,,0,0,8,0,0,0,28,,0,114
2006,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,437,West Melbourne (Residential),,,0,,11,0,0,0,,,,,0,0,0,0,0,0,0,0,164
2006,438,West Melbourne (Residential),,0,0,0,,0,0,,0,0,0,,0,,0,0,0,,,12,115
2006,439,West Melbourne (Residential),0,,0,0,52,0,,,,,0,0,,31,,0,0,0,,,212
2006,440,West Melbourne (Residential),0,0,0,,158,,,0,,,,0,35,,,0,0,,,,305
2006,441,West Melbourne (Residential),,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,372
2006,442,West Melbourne (Residential),0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,67
2006,443,West Melbourne (Residential),,,0,,22,0,0,0,0,,0,,0,20,0,0,0,,0,19,80
2006,444,West Melbourne (Residential),0,,0,0,543,0,0,0,,,0,,0,,,,0,0,,17,977
2006,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2006,501,West Melbourne (Industrial),0,0,0,2,0,0,0,,0,0,0,0,27,,0,0,0,0,,145,212
2006,502,West Melbourne (Industrial),0,,0,0,,0,0,0,0,,0,0,252,0,0,0,,,112,,530
2006,503,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,19,51
2006,505,Kensington,0,,0,0,,0,0,0,0,,0,0,,24,0,0,0,,,,174
2006,506,North Melbourne,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,2
2006,507,Kensington,0,0,0,,,0,0,0,0,0,0,0,45,37,0,0,0,0,,0,99
2006,508,Kensington,0,0,0,0,,,0,0,0,0,0,0,65,0,0,0,0,0,,69,154
2006,539,Kensington,0,0,0,0,,,0,0,0,0,0,0,,0,,0,0,0,0,0,111
2006,509,Kensington,0,,,39,,,,,,,,,29,,,,,,,,82
2006,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2006,512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,,0,,151
2006,513,Kensington,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,,0,,28
2006,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,519,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26
2006,520,Kensington,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,15
2006,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,522,Kensington,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2006,523,Kensington,0,0,0,0,0,0,,0,0,,8,0,0,0,0,0,0,,0,0,42
2006,524,Kensington,0,,0,,0,0,0,0,,,31,0,0,,0,,0,0,,0,90
